product_id,product_name,aliases,unit,price
GB019,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 10 لتر مقاس 40×45 سم رول 30 كيس,اكياس زبالة بيضاء 10 لتر|رول سلة بيضاء 40×45,رول,18.00
GB020,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 15 لتر مقاس 45×50 سم رول 30 كيس,اكياس زبالة بيضاء 15 لتر|رول سلة بيضاء 45×50,رول,22.00
GB021,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 20 لتر مقاس 50×55 سم رول 30 كيس,اكياس زبالة بيضاء 20 لتر|رول سلة بيضاء 50×55,رول,26.00
GB022,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 30 لتر مقاس 55×65 سم رول 30 كيس,اكياس زبالة بيضاء 30 لتر|رول سلة بيضاء 55×65,رول,30.00
GB023,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 50 لتر مقاس 65×75 سم رول 30 كيس,اكياس زبالة بيضاء 50 لتر|رول سلة بيضاء 65×75,رول,34.00
GB024,أكياس قمامة بيضاء لسلات القمامة المنزلية سعة 70 لتر مقاس 75×85 سم رول 30 كيس,اكياس زبالة بيضاء 70 لتر|رول سلة بيضاء 75×85,رول,38.00
GB025,أكياس قمامة بالكيلو فرز أول سميكة مقاس 70×90 سم وزن 5 كيلو,اكياس زبالة بالكيلو 5 كيلو 70×90|شنط قمامة فرز اول 5 كيلو,كيس,160.00
GB026,أكياس قمامة بالكيلو فرز أول سميكة مقاس 90×120 سم وزن 5 كيلو,اكياس زبالة بالكيلو 5 كيلو 90×120|شنط قمامة فرز اول 5 كيلو,كيس,230.00
GB027,أكياس قمامة بالكيلو فرز أول سميكة مقاس 70×90 سم وزن 10 كيلو,اكياس زبالة بالكيلو 10 كيلو 70×90|شنط قمامة فرز اول 10 كيلو,كيس,300.00
GB028,أكياس قمامة بالكيلو فرز أول سميكة مقاس 90×120 سم وزن 10 كيلو,اكياس زبالة بالكيلو 10 كيلو 90×120|شنط قمامة فرز اول 10 كيلو,كيس,370.00
GB029,أكياس قمامة بالكيلو فرز أول سميكة مقاس 100×140 سم وزن 10 كيلو,اكياس زبالة بالكيلو 10 كيلو 100×140|شنط قمامة فرز اول 10 كيلو,كيس,440.00
GB030,أكياس قمامة بالكيلو فرز أول سميكة مقاس 100×140 سم وزن 15 كيلو,اكياس زبالة بالكيلو 15 كيلو 100×140|شنط قمامة فرز اول 15 كيلو,كيس,510.00
SF001,رول استرتش تغليف وتغليف يدوي عرض 30 سم وزن 1.5 كيلو,استرتش تغليف 30 سم 1.5 كيلو|رول استرتش يدوي 30 سم,رول,80.00
SF002,رول استرتش تغليف وتغليف يدوي عرض 30 سم وزن 2 كيلو,استرتش تغليف 30 سم 2 كيلو|رول استرتش يدوي 30 سم,رول,115.00
SF003,رول استرتش تغليف وتغليف يدوي عرض 45 سم وزن 2 كيلو,استرتش تغليف 45 سم 2 كيلو|رول استرتش يدوي 45 سم,رول,150.00
SF004,رول استرتش تغليف وتغليف يدوي عرض 45 سم وزن 3 كيلو,استرتش تغليف 45 سم 3 كيلو|رول استرتش يدوي 45 سم,رول,185.00
SF005,رول استرتش تغليف وتغليف يدوي عرض 50 سم وزن 2.5 كيلو,استرتش تغليف 50 سم 2.5 كيلو|رول استرتش يدوي 50 سم,رول,220.00
SF006,رول استرتش تغليف وتغليف يدوي عرض 50 سم وزن 4 كيلو,استرتش تغليف 50 سم 4 كيلو|رول استرتش يدوي 50 سم,رول,255.00
SF007,رول استرتش تغليف ماكينات للمطاليص والظروف عرض 50 سم وزن 10 كيلو,استرتش ماكينة 10 كيلو|رول استرتش بالتات 10 كيلو,رول,550.00
SF008,رول استرتش تغليف ماكينات للمطاليص والظروف عرض 50 سم وزن 12 كيلو,استرتش ماكينة 12 كيلو|رول استرتش بالتات 12 كيلو,رول,660.00
SF009,رول استرتش تغليف ماكينات للمطاليص والظروف عرض 50 سم وزن 15 كيلو,استرتش ماكينة 15 كيلو|رول استرتش بالتات 15 كيلو,رول,770.00
SF010,رول استرتش تغليف ماكينات للمطاليص والظروف عرض 50 سم وزن 16 كيلو,استرتش ماكينة 16 كيلو|رول استرتش بالتات 16 كيلو,رول,880.00
SF011,رول استرتش تغليف ماكينات للمطاليص والظروف عرض 50 سم وزن 18 كيلو,استرتش ماكينة 18 كيلو|رول استرتش بالتات 18 كيلو,رول,990.00
SF012,رول استرتش غذائي PVC للتغليف والأطعمة عرض 30 سم طول 100 متر,استرتش غذائي 30 سم 100 متر|كلينج فيلم 30 سم 100 متر,رول,45.00
SF013,رول استرتش غذائي PVC للتغليف والأطعمة عرض 30 سم طول 200 متر,استرتش غذائي 30 سم 200 متر|كلينج فيلم 30 سم 200 متر,رول,75.00
SF014,رول استرتش غذائي PVC للتغليف والأطعمة عرض 30 سم طول 500 متر,استرتش غذائي 30 سم 500 متر|كلينج فيلم 30 سم 500 متر,رول,105.00
SF015,رول استرتش غذائي PVC للتغليف والأطعمة عرض 45 سم طول 200 متر,استرتش غذائي 45 سم 200 متر|كلينج فيلم 45 سم 200 متر,رول,135.00
SF016,رول استرتش غذائي PVC للتغليف والأطعمة عرض 45 سم طول 300 متر,استرتش غذائي 45 سم 300 متر|كلينج فيلم 45 سم 300 متر,رول,165.00
SF017,رول استرتش غذائي PVC للتغليف والأطعمة عرض 45 سم طول 500 متر,استرتش غذائي 45 سم 500 متر|كلينج فيلم 45 سم 500 متر,رول,195.00
SF018,رول استرتش غذائي PVC للتغليف والأطعمة عرض 50 سم طول 300 متر,استرتش غذائي 50 سم 300 متر|كلينج فيلم 50 سم 300 متر,رول,225.00
SF019,رول استرتش غذائي PVC للتغليف والأطعمة عرض 50 سم طول 500 متر,استرتش غذائي 50 سم 500 متر|كلينج فيلم 50 سم 500 متر,رول,255.00
SF020,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 10 سم وزن 500 جرام,استرتش اسود 10 سم 500 جرام|رول تغليف اسود 10 سم,رول,40.00
SF021,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 10 سم وزن 1 كيلو,استرتش اسود 10 سم 1 كيلو|رول تغليف اسود 10 سم,رول,70.00
SF022,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 25 سم وزن 1.5 كيلو,استرتش اسود 25 سم 1.5 كيلو|رول تغليف اسود 25 سم,رول,100.00
SF023,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 50 سم وزن 2 كيلو,استرتش اسود 50 سم 2 كيلو|رول تغليف اسود 50 سم,رول,130.00
SF024,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 50 سم وزن 3 كيلو,استرتش اسود 50 سم 3 كيلو|رول تغليف اسود 50 سم,رول,160.00
SF025,رول استرتش تغليف أسود لحجب الرؤية والتأمين عرض 50 سم وزن 4 كيلو,استرتش اسود 50 سم 4 كيلو|رول تغليف اسود 50 سم,رول,190.00
AF001,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 30 سم طول 10 متر,ورق فويل 30 سم 10 متر|ورق الومنيوم مطبخ 30 سم,رول,25.00
AF002,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 30 سم طول 20 متر,ورق فويل 30 سم 20 متر|ورق الومنيوم مطبخ 30 سم,رول,45.00
AF003,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 30 سم طول 40 متر,ورق فويل 30 سم 40 متر|ورق الومنيوم مطبخ 30 سم,رول,65.00
AF004,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 40 سم طول 10 متر,ورق فويل 40 سم 10 متر|ورق الومنيوم مطبخ 40 سم,رول,85.00
AF005,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 40 سم طول 20 متر,ورق فويل 40 سم 20 متر|ورق الومنيوم مطبخ 40 سم,رول,105.00
AF006,ورق فويل ألومنيوم للتغليف والطهي منزلي عرض 40 سم طول 40 متر,ورق فويل 40 سم 40 متر|ورق الومنيوم مطبخ 40 سم,رول,125.00
AF007,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 30 سم وزن 1 كيلو,فويل مطاعم سميك 30 سم 1 كيلو|رول فويل ثقيل 30 سم,رول,140.00
AF008,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 30 سم وزن 2 كيلو,فويل مطاعم سميك 30 سم 2 كيلو|رول فويل ثقيل 30 سم,رول,225.00
AF009,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 45 سم وزن 1.5 كيلو,فويل مطاعم سميك 45 سم 1.5 كيلو|رول فويل ثقيل 45 سم,رول,310.00
AF010,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 45 سم وزن 2.5 كيلو,فويل مطاعم سميك 45 سم 2.5 كيلو|رول فويل ثقيل 45 سم,رول,395.00
AF011,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 45 سم وزن 4 كيلو,فويل مطاعم سميك 45 سم 4 كيلو|رول فويل ثقيل 45 سم,رول,480.00
AF012,ورق فويل ألومنيوم سميك للمطاعم والفنادق عرض 50 سم وزن 5 كيلو,فويل مطاعم سميك 50 سم 5 كيلو|رول فويل ثقيل 50 سم,رول,565.00
AF013,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-101 سعة 250 مل باكو 100 طبق,اطباق الومنيوم 250 مل|علب فويل بالغطا 250 مل|اطباق الومنيوم كود FO-101,باكو,60.00
AF014,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-102 سعة 500 مل باكو 100 طبق,اطباق الومنيوم 500 مل|علب فويل بالغطا 500 مل|اطباق الومنيوم كود FO-102,باكو,95.00
AF015,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-103 سعة 750 مل باكو 100 طبق,اطباق الومنيوم 750 مل|علب فويل بالغطا 750 مل|اطباق الومنيوم كود FO-103,باكو,130.00
AF016,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-104 سعة 1000 مل باكو 100 طبق,اطباق الومنيوم 1000 مل|علب فويل بالغطا 1000 مل|اطباق الومنيوم كود FO-104,باكو,165.00
AF017,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-105 سعة 1500 مل باكو 100 طبق,اطباق الومنيوم 1500 مل|علب فويل بالغطا 1500 مل|اطباق الومنيوم كود FO-105,باكو,200.00
AF018,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-106 سعة 2000 مل باكو 100 طبق,اطباق الومنيوم 2000 مل|علب فويل بالغطا 2000 مل|اطباق الومنيوم كود FO-106,باكو,235.00
AF019,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-107 سعة 3000 مل طاجن باكو 100 طبق,اطباق الومنيوم 3000 مل طاجن|علب فويل بالغطا 3000 مل طاجن|اطباق الومنيوم كود FO-107,باكو,270.00
AF020,أطباق وعلب ألومنيوم حرارية بالطاقية الغطاء كود FO-108 سعة صينية مدورة باكو 100 طبق,اطباق الومنيوم صينية مدورة|علب فويل بالغطا صينية مدورة|اطباق الومنيوم كود FO-108,باكو,305.00
FP001,علب وأطباق فوم وجبات بغطاء متصل كود F-1 عين واحدة صغير باكو 100 علبة,علب فوم وجبات F-1|اطباق فوم بغطا عين واحدة صغير,باكو,55.00
FP002,علب وأطباق فوم وجبات بغطاء متصل كود F-2 عين واحدة كبير باكو 100 علبة,علب فوم وجبات F-2|اطباق فوم بغطا عين واحدة كبير,باكو,70.00
FP003,علب وأطباق فوم وجبات بغطاء متصل كود F-3 عينين 2 مقسم باكو 100 علبة,علب فوم وجبات F-3|اطباق فوم بغطا عينين 2 مقسم,باكو,85.00
FP004,علب وأطباق فوم وجبات بغطاء متصل كود F-4 3 عيون مقسم باكو 100 علبة,علب فوم وجبات F-4|اطباق فوم بغطا 3 عيون مقسم,باكو,100.00
FP005,علب وأطباق فوم وجبات بغطاء متصل كود F-5 ساندوتش فوم باكو 100 علبة,علب فوم وجبات F-5|اطباق فوم بغطا ساندوتش فوم,باكو,115.00
FP006,علب وأطباق فوم وجبات بغطاء متصل كود F-6 برجر فوم صغير باكو 100 علبة,علب فوم وجبات F-6|اطباق فوم بغطا برجر فوم صغير,باكو,130.00
FP007,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 250 مل باكو 50 علبة بالغطاء,علب ميكروويف 250 مل|علب شفافة ميكرويف 250 مل|علب حفظ طعام 250 مل,باكو,45.00
FP008,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 370 مل باكو 50 علبة بالغطاء,علب ميكروويف 370 مل|علب شفافة ميكرويف 370 مل|علب حفظ طعام 370 مل,باكو,60.00
FP009,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 500 مل باكو 50 علبة بالغطاء,علب ميكروويف 500 مل|علب شفافة ميكرويف 500 مل|علب حفظ طعام 500 مل,باكو,75.00
FP010,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 750 مل باكو 50 علبة بالغطاء,علب ميكروويف 750 مل|علب شفافة ميكرويف 750 مل|علب حفظ طعام 750 مل,باكو,90.00
FP011,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 1000 مل باكو 50 علبة بالغطاء,علب ميكروويف 1000 مل|علب شفافة ميكرويف 1000 مل|علب حفظ طعام 1000 مل,باكو,105.00
FP012,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 1250 مل باكو 50 علبة بالغطاء,علب ميكروويف 1250 مل|علب شفافة ميكرويف 1250 مل|علب حفظ طعام 1250 مل,باكو,120.00
FP013,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 1500 مل باكو 50 علبة بالغطاء,علب ميكروويف 1500 مل|علب شفافة ميكرويف 1500 مل|علب حفظ طعام 1500 مل,باكو,135.00
FP014,علب حفظ طعام بلاستيك شفافة ميكروويف مستطيلة سعة 2000 مل باكو 50 علبة بالغطاء,علب ميكروويف 2000 مل|علب شفافة ميكرويف 2000 مل|علب حفظ طعام 2000 مل,باكو,150.00
FP015,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 1 أونصة (30 مل) باكو 100 كاسة,علب صوص 1 أونصة (30 مل)|كاسات صوص بالغطا 1 أونصة (30 مل)|علب ديبينج 1 أونصة (30 مل),باكو,22.00
FP016,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 2 أونصة (60 مل) باكو 100 كاسة,علب صوص 2 أونصة (60 مل)|كاسات صوص بالغطا 2 أونصة (60 مل)|علب ديبينج 2 أونصة (60 مل),باكو,28.00
FP017,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 3 أونصة (90 مل) باكو 100 كاسة,علب صوص 3 أونصة (90 مل)|كاسات صوص بالغطا 3 أونصة (90 مل)|علب ديبينج 3 أونصة (90 مل),باكو,34.00
FP018,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 4 أونصة (120 مل) باكو 100 كاسة,علب صوص 4 أونصة (120 مل)|كاسات صوص بالغطا 4 أونصة (120 مل)|علب ديبينج 4 أونصة (120 مل),باكو,40.00
FP019,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 5 أونصة (150 مل) باكو 100 كاسة,علب صوص 5 أونصة (150 مل)|كاسات صوص بالغطا 5 أونصة (150 مل)|علب ديبينج 5 أونصة (150 مل),باكو,46.00
FP020,كاسات وعلب صوصات بلاستيك شفافة بالغطاء سعة 6 أونصة (180 مل) باكو 100 كاسة,علب صوص 6 أونصة (180 مل)|كاسات صوص بالغطا 6 أونصة (180 مل)|علب ديبينج 6 أونصة (180 مل),باكو,52.00
FP021,سلاطين وعلب شوربة بلاستيك مدورة بالغطاء سعة 250 مل باكو 50 سلطانية,سلاطين شوربة 250 مل|علب شوربة مدورة 250 مل,باكو,35.00
FP022,سلاطين وعلب شوربة بلاستيك مدورة بالغطاء سعة 500 مل باكو 50 سلطانية,سلاطين شوربة 500 مل|علب شوربة مدورة 500 مل,باكو,47.00
FP023,سلاطين وعلب شوربة بلاستيك مدورة بالغطاء سعة 750 مل باكو 50 سلطانية,سلاطين شوربة 750 مل|علب شوربة مدورة 750 مل,باكو,59.00
FP024,سلاطين وعلب شوربة بلاستيك مدورة بالغطاء سعة 1000 مل باكو 50 سلطانية,سلاطين شوربة 1000 مل|علب شوربة مدورة 1000 مل,باكو,71.00
FP025,سلاطين وعلب شوربة بلاستيك مدورة بالغطاء سعة 1250 مل باكو 50 سلطانية,سلاطين شوربة 1250 مل|علب شوربة مدورة 1250 مل,باكو,83.00
FP026,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس صغير #1 سعة 500 مل باكو 50 علبة,علب كرافت وجبات صغير #1|علب كرتون كرافت 500 مل,باكو,65.00
FP027,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس وسط #2 سعة 750 مل باكو 50 علبة,علب كرافت وجبات وسط #2|علب كرتون كرافت 750 مل,باكو,83.00
FP028,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس كبير #3 سعة 1000 مل باكو 50 علبة,علب كرافت وجبات كبير #3|علب كرتون كرافت 1000 مل,باكو,101.00
FP029,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس جامبو #4 سعة 1400 مل باكو 50 علبة,علب كرافت وجبات جامبو #4|علب كرتون كرافت 1400 مل,باكو,119.00
FP030,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس نافذة شفافة #2 سعة 750 مل باكو 50 علبة,علب كرافت وجبات نافذة شفافة #2|علب كرتون كرافت 750 مل,باكو,137.00
FP031,علب كرافت بني كرتون لتغليف الوجبات السريعة مقاس نافذة شفافة #3 سعة 1000 مل باكو 50 علبة,علب كرافت وجبات نافذة شفافة #3|علب كرتون كرافت 1000 مل,باكو,155.00
FP032,علب بيتزا كرتون مضلع مقوى مقاس 20×20 سم (صغير) باكو 50 علبة,علب بيتزا 20×20 سم (صغير)|كرتون بيتزا 20×20 سم (صغير),باكو,75.00
FP033,علب بيتزا كرتون مضلع مقوى مقاس 26×26 سم (وسط) باكو 50 علبة,علب بيتزا 26×26 سم (وسط)|كرتون بيتزا 26×26 سم (وسط),باكو,100.00
FP034,علب بيتزا كرتون مضلع مقوى مقاس 32×32 سم (كبير) باكو 50 علبة,علب بيتزا 32×32 سم (كبير)|كرتون بيتزا 32×32 سم (كبير),باكو,125.00
FP035,علب بيتزا كرتون مضلع مقوى مقاس 40×40 سم (عائلي) باكو 50 علبة,علب بيتزا 40×40 سم (عائلي)|كرتون بيتزا 40×40 سم (عائلي),باكو,150.00
PC001,أكواب ورقية للمشروبات الساخنة والقهوة سعة 4 أونصة كرتونة 1000 كوب,كوبايات ورق 4 أونصة|كاسات ورقية 4 أونصة|اكواب قهوة ورق 4 أونصة,كرتونة,280.00
PC002,أكواب ورقية للمشروبات الساخنة والقهوة سعة 6 أونصة كرتونة 1000 كوب,كوبايات ورق 6 أونصة|كاسات ورقية 6 أونصة|اكواب قهوة ورق 6 أونصة,كرتونة,325.00
PC003,أكواب ورقية للمشروبات الساخنة والقهوة سعة 7 أونصة كرتونة 1000 كوب,كوبايات ورق 7 أونصة|كاسات ورقية 7 أونصة|اكواب قهوة ورق 7 أونصة,كرتونة,370.00
PC004,أكواب ورقية للمشروبات الساخنة والقهوة سعة 8 أونصة كرتونة 1000 كوب,كوبايات ورق 8 أونصة|كاسات ورقية 8 أونصة|اكواب قهوة ورق 8 أونصة,كرتونة,415.00
PC005,أكواب ورقية للمشروبات الساخنة والقهوة سعة 9 أونصة كرتونة 1000 كوب,كوبايات ورق 9 أونصة|كاسات ورقية 9 أونصة|اكواب قهوة ورق 9 أونصة,كرتونة,460.00
PC006,أكواب ورقية للمشروبات الساخنة والقهوة سعة 12 أونصة كرتونة 1000 كوب,كوبايات ورق 12 أونصة|كاسات ورقية 12 أونصة|اكواب قهوة ورق 12 أونصة,كرتونة,505.00
PC007,أكواب ورقية دبل مضلعة حرارية عازلة سعة 8 أونصة باكو 50 كوب,اكواب ورقية دبل 8 أونصة|كوبايات كرافت دبل 8 أونصة,باكو,40.00
PC008,أكواب ورقية دبل مضلعة حرارية عازلة سعة 12 أونصة باكو 50 كوب,اكواب ورقية دبل 12 أونصة|كوبايات كرافت دبل 12 أونصة,باكو,52.00
PC009,أكواب ورقية دبل مضلعة حرارية عازلة سعة 16 أونصة باكو 50 كوب,اكواب ورقية دبل 16 أونصة|كوبايات كرافت دبل 16 أونصة,باكو,64.00
PC010,أكواب ورقية دبل مضلعة حرارية عازلة سعة 8 أونصة بغطاء باكو 50 كوب,اكواب ورقية دبل 8 أونصة بغطاء|كوبايات كرافت دبل 8 أونصة بغطاء,باكو,76.00
PC011,أكواب ورقية دبل مضلعة حرارية عازلة سعة 12 أونصة بغطاء باكو 50 كوب,اكواب ورقية دبل 12 أونصة بغطاء|كوبايات كرافت دبل 12 أونصة بغطاء,باكو,88.00
PC012,أكواب ورقية دبل مضلعة حرارية عازلة سعة 16 أونصة بغطاء باكو 50 كوب,اكواب ورقية دبل 16 أونصة بغطاء|كوبايات كرافت دبل 16 أونصة بغطاء,باكو,100.00
PC013,أكواب فوم بيضاء للمشروبات سعة 6 أونصة كرتونة 1000 كوب,كوبايات فوم 6 أونصة|اكواب فوم بيضاء 6 أونصة,كرتونة,240.00
PC014,أكواب فوم بيضاء للمشروبات سعة 7 أونصة كرتونة 1000 كوب,كوبايات فوم 7 أونصة|اكواب فوم بيضاء 7 أونصة,كرتونة,275.00
PC015,أكواب فوم بيضاء للمشروبات سعة 8 أونصة كرتونة 1000 كوب,كوبايات فوم 8 أونصة|اكواب فوم بيضاء 8 أونصة,كرتونة,310.00
PC016,أكواب فوم بيضاء للمشروبات سعة 10 أونصة كرتونة 1000 كوب,كوبايات فوم 10 أونصة|اكواب فوم بيضاء 10 أونصة,كرتونة,345.00
PC017,أكواب فوم بيضاء للمشروبات سعة 12 أونصة كرتونة 1000 كوب,كوبايات فوم 12 أونصة|اكواب فوم بيضاء 12 أونصة,كرتونة,380.00
PC018,أكواب فوم بيضاء للمشروبات سعة 16 أونصة كرتونة 1000 كوب,كوبايات فوم 16 أونصة|اكواب فوم بيضاء 16 أونصة,كرتونة,415.00
PC019,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 12 أونصة غطاء فلات مسطح باكو 50 كوب,كوبايات عصير شفافة 12 أونصة|كاسات سموذي 12 أونصة,باكو,35.00
PC020,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 12 أونصة غطاء قبة قبة باكو 50 كوب,كوبايات عصير شفافة 12 أونصة|كاسات سموذي 12 أونصة,باكو,45.00
PC021,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 16 أونصة غطاء فلات مسطح باكو 50 كوب,كوبايات عصير شفافة 16 أونصة|كاسات سموذي 16 أونصة,باكو,55.00
PC022,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 16 أونصة غطاء قبة قبة باكو 50 كوب,كوبايات عصير شفافة 16 أونصة|كاسات سموذي 16 أونصة,باكو,65.00
PC023,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 20 أونصة غطاء قبة قبة باكو 50 كوب,كوبايات عصير شفافة 20 أونصة|كاسات سموذي 20 أونصة,باكو,75.00
PC024,كاسات وأكواب بلاستيك شفافة كريستال عصائر سموذي سعة 24 أونصة غطاء قبة قبة باكو 50 كوب,كوبايات عصير شفافة 24 أونصة|كاسات سموذي 24 أونصة,باكو,85.00
PC025,أغطية بلاستيك لأكواب القهوة والورق مقاس 80 مم (8/9 أونصة) لون أسود باكو 100 غطاء,غطا كوبايات ورق 80 مم (8/9 أونصة)|أغطية أكواب القهوة أسود,باكو,18.00
PC026,أغطية بلاستيك لأكواب القهوة والورق مقاس 80 مم (8/9 أونصة) لون أبيض باكو 100 غطاء,غطا كوبايات ورق 80 مم (8/9 أونصة)|أغطية أكواب القهوة أبيض,باكو,22.00
PC027,أغطية بلاستيك لأكواب القهوة والورق مقاس 90 مم (12/16 أونصة) لون أسود باكو 100 غطاء,غطا كوبايات ورق 90 مم (12/16 أونصة)|أغطية أكواب القهوة أسود,باكو,26.00
PC028,أغطية بلاستيك لأكواب القهوة والورق مقاس 90 مم (12/16 أونصة) لون أبيض باكو 100 غطاء,غطا كوبايات ورق 90 مم (12/16 أونصة)|أغطية أكواب القهوة أبيض,باكو,30.00
PC029,أغطية بلاستيك لأكواب القهوة والورق مقاس 90 مم فتحة شرب لون شفاف باكو 100 غطاء,غطا كوبايات ورق 90 مم فتحة شرب|أغطية أكواب القهوة شفاف,باكو,34.00
PC030,أغطية بلاستيك لأكواب القهوة والورق مقاس 90 مم قبة لون شفاف باكو 100 غطاء,غطا كوبايات ورق 90 مم قبة|أغطية أكواب القهوة شفاف,باكو,38.00
DC001,معالق بلاستيك مقواة ملايكة أكل كبيرة لون أبيض باكو 100 معلقة,معالق بلاستيك ملايكة أكل كبيرة|معالق أبيض ملايكة أكل كبيرة,باكو,15.00
DC002,معالق بلاستيك مقواة ملايكة أكل كبيرة لون أسود باكو 100 معلقة,معالق بلاستيك ملايكة أكل كبيرة|معالق أسود ملايكة أكل كبيرة,باكو,20.00
DC003,معالق بلاستيك مقواة ملايكة شاي صغيرة لون أبيض باكو 100 معلقة,معالق بلاستيك ملايكة شاي صغيرة|معالق أبيض ملايكة شاي صغيرة,باكو,25.00
DC004,معالق بلاستيك مقواة ملايكة شاي صغيرة لون شفاف باكو 100 معلقة,معالق بلاستيك ملايكة شاي صغيرة|معالق شفاف ملايكة شاي صغيرة,باكو,30.00
DC005,معالق بلاستيك مقواة ملايكة أيس كريم لون ملون باكو 100 معلقة,معالق بلاستيك ملايكة أيس كريم|معالق ملون ملايكة أيس كريم,باكو,35.00
DC006,شوك وسكاكين بلاستيك للاستخدام المرة الواحدة شوك أكل كبيرة لون أبيض باكو 100 حبة,شوك أكل كبيرة بلاستيك|أدوات مائدة بلاستيك أبيض,باكو,16.00
DC007,شوك وسكاكين بلاستيك للاستخدام المرة الواحدة شوك أكل كبيرة لون أسود باكو 100 حبة,شوك أكل كبيرة بلاستيك|أدوات مائدة بلاستيك أسود,باكو,21.00
DC008,شوك وسكاكين بلاستيك للاستخدام المرة الواحدة شوك حلويات صغيرة لون شفاف باكو 100 حبة,شوك حلويات صغيرة بلاستيك|أدوات مائدة بلاستيك شفاف,باكو,26.00
DC009,شوك وسكاكين بلاستيك للاستخدام المرة الواحدة سكاكين أكل مقواة لون أبيض باكو 100 حبة,سكاكين أكل مقواة بلاستيك|أدوات مائدة بلاستيك أبيض,باكو,31.00
DC010,شوك وسكاكين بلاستيك للاستخدام المرة الواحدة سكاكين أكل مقواة لون أسود باكو 100 حبة,سكاكين أكل مقواة بلاستيك|أدوات مائدة بلاستيك أسود,باكو,36.00
DC011,أطباق بلاستيك بيضاء للاستعمال مرة واحدة مقاس 15 سم (صغير) مسطح باكو 50 طبق,اطباق بلاستيك 15 سم (صغير)|اطباق استعمال مرة واحدة 15 سم (صغير),باكو,20.00
DC012,أطباق بلاستيك بيضاء للاستعمال مرة واحدة مقاس 18 سم (وسط) مسطح باكو 50 طبق,اطباق بلاستيك 18 سم (وسط)|اطباق استعمال مرة واحدة 18 سم (وسط),باكو,28.00
DC013,أطباق بلاستيك بيضاء للاستعمال مرة واحدة مقاس 22 سم (كبير) مسطح باكو 50 طبق,اطباق بلاستيك 22 سم (كبير)|اطباق استعمال مرة واحدة 22 سم (كبير),باكو,36.00
DC014,أطباق بلاستيك بيضاء للاستعمال مرة واحدة مقاس 22 سم 3 عيون مقسم باكو 50 طبق,اطباق بلاستيك 22 سم 3 عيون|اطباق استعمال مرة واحدة 22 سم 3 عيون,باكو,44.00
